attribute_a,attribute_b,value
High_Cheekbones,Mouth_Slightly_Open,0.8036914467811584
Attractive,Male,-0.8030475378036499
Big_Nose,Mustache,0.7998615503311157
Male,Sideburns,0.7992074489593506
Bags_Under_Eyes,Chubby,0.7981957197189331
Bags_Under_Eyes,Big_Lips,-0.7979021072387695
Attractive,Young,0.7965202331542969
Receding_Hairline,Young,-0.7960230112075806
Rosy_Cheeks,Wearing_Lipstick,0.7952283620834351
Big_Nose,Young,-0.7943236231803894
High_Cheekbones,Oval_Face,0.7915620803833008
Bald,Wearing_Necktie,0.7915025949478149
Arched_Eyebrows,No_Beard,0.7892077565193176
Bald,Young,-0.7873340249061584
Male,Wearing_Necktie,0.7859429121017456
Pointy_Nose,Wearing_Necklace,0.7855569124221802
5_o_Clock_Shadow,Goatee,0.7852199077606201
Big_Lips,Male,-0.7840911746025085
Bags_Under_Eyes,Wearing_Necklace,-0.7830231189727783
Attractive,Eyeglasses,-0.7807250022888184
Attractive,Bags_Under_Eyes,-0.780306339263916
Big_Nose,No_Beard,-0.7777880430221558
Bags_Under_Eyes,Young,-0.7769888639450073
5_o_Clock_Shadow,Wearing_Necklace,-0.7756005525588989
Blond_Hair,Wearing_Necklace,0.77482008934021
Rosy_Cheeks,Wavy_Hair,0.7746131420135498
Pointy_Nose,Wearing_Earrings,0.7735596895217896
High_Cheekbones,Wearing_Earrings,0.7720885872840881
Mustache,Wearing_Lipstick,-0.7719095945358276
Arched_Eyebrows,Big_Nose,-0.7713659405708313
No_Beard,Wearing_Earrings,0.7690235376358032
Oval_Face,Rosy_Cheeks,0.7685490846633911
Goatee,Wearing_Lipstick,-0.7683352828025818
Bags_Under_Eyes,Gray_Hair,0.7679798007011414
Bald,Gray_Hair,0.767657995223999
Receding_Hairline,Wearing_Necktie,0.7635214328765869
Attractive,Double_Chin,-0.7634725570678711
5_o_Clock_Shadow,Wearing_Lipstick,-0.7625921964645386
Big_Nose,Receding_Hairline,0.7609093189239502
Male,Pointy_Nose,-0.7598518133163452
Attractive,Rosy_Cheeks,0.7581135630607605
Chubby,Eyeglasses,0.7551368474960327
Bags_Under_Eyes,Wavy_Hair,-0.7523723840713501
Big_Nose,Goatee,0.7508477568626404
Big_Nose,Gray_Hair,0.7504507899284363
Big_Lips,Wearing_Necklace,0.748587965965271
Sideburns,Wearing_Lipstick,-0.74820876121521
Attractive,Wearing_Necklace,0.7472819089889526
Mustache,Wearing_Necklace,-0.7471596002578735
Big_Nose,Wavy_Hair,-0.7470337152481079
Goatee,Wearing_Necklace,-0.7470328211784363
Bags_Under_Eyes,Bald,0.7465336918830872
Big_Nose,Wearing_Necklace,-0.7456963658332825
Oval_Face,Smiling,0.7443497180938721
Sideburns,Wearing_Necklace,-0.7427163124084473
Bags_Under_Eyes,No_Beard,-0.7410467863082886
Attractive,Big_Lips,0.7386382818222046
Heavy_Makeup,Mustache,-0.7381713390350342
5_o_Clock_Shadow,Bushy_Eyebrows,0.7348377704620361
Attractive,Bald,-0.7338052988052368
Blond_Hair,Heavy_Makeup,0.732957661151886
Wearing_Lipstick,Wearing_Necktie,-0.7320386171340942
Blond_Hair,Wearing_Lipstick,0.7288877964019775
Goatee,Heavy_Makeup,-0.7282286882400513
Big_Lips,Wearing_Earrings,0.7263089418411255
Big_Nose,Pointy_Nose,-0.7250065207481384
No_Beard,Wavy_Hair,0.721161425113678
5_o_Clock_Shadow,Mustache,0.7205004692077637
Attractive,Wearing_Earrings,0.7197929620742798
Big_Lips,Wavy_Hair,0.715603768825531
High_Cheekbones,Wearing_Necklace,0.7127100229263306
Double_Chin,Eyeglasses,0.7120962142944336
Blond_Hair,Rosy_Cheeks,0.7098788022994995
Blond_Hair,Male,-0.7098488807678223
Rosy_Cheeks,Smiling,0.7098379135131836
Arched_Eyebrows,Mustache,-0.7083522081375122
Blond_Hair,Wavy_Hair,0.7078691720962524
Chubby,Pointy_Nose,-0.7076839208602905
Blond_Hair,Pointy_Nose,0.7075995802879333
Heavy_Makeup,Sideburns,-0.7074710130691528
5_o_Clock_Shadow,Wearing_Earrings,-0.7061746120452881
Arched_Eyebrows,Goatee,-0.7058252692222595
5_o_Clock_Shadow,Heavy_Makeup,-0.7056357860565186
Bags_Under_Eyes,Receding_Hairline,0.7055803537368774
Big_Nose,Eyeglasses,0.7047203183174133
Big_Lips,Wearing_Necktie,-0.7040802240371704
Eyeglasses,Young,-0.701164722442627
Attractive,Wearing_Necktie,-0.698455274105072
Chubby,Wearing_Lipstick,-0.6983647346496582
Heavy_Makeup,Wearing_Necktie,-0.6973369717597961
Chubby,Male,0.6962107419967651
5_o_Clock_Shadow,Arched_Eyebrows,-0.6952741146087646
Bags_Under_Eyes,Mustache,0.6945405006408691
Attractive,Receding_Hairline,-0.6944457292556763
Bags_Under_Eyes,Pointy_Nose,-0.6943647861480713
Male,Rosy_Cheeks,-0.6935417056083679
Eyeglasses,Heavy_Makeup,-0.6917067766189575
Arched_Eyebrows,Sideburns,-0.6910257339477539
Arched_Eyebrows,Blond_Hair,0.689128041267395
Chubby,Heavy_Makeup,-0.6890936493873596
Attractive,Oval_Face,0.6877796649932861
Attractive,Gray_Hair,-0.6863611936569214
Attractive,Wearing_Hat,-0.684996485710144
Arched_Eyebrows,Wearing_Necktie,-0.6844998002052307
Bags_Under_Eyes,Wearing_Earrings,-0.6842111349105835
Arched_Eyebrows,Eyeglasses,-0.6826754212379456
5_o_Clock_Shadow,Bags_Under_Eyes,0.6820950508117676
Eyeglasses,Wearing_Lipstick,-0.6813398003578186
Sideburns,Wearing_Earrings,-0.6785063743591309
Wearing_Necklace,Wearing_Necktie,-0.6722989082336426
Goatee,Wearing_Earrings,-0.671918511390686
Double_Chin,Male,0.6696937084197998
Chubby,Mustache,0.6695675253868103
Mustache,Wearing_Earrings,-0.6691519618034363
Mustache,Wavy_Hair,-0.6666667461395264
Big_Nose,Sideburns,0.666336178779602
Attractive,Mustache,-0.6659955382347107
Heavy_Makeup,Oval_Face,0.6657650470733643
Bald,Eyeglasses,0.6638303995132446
Big_Nose,Blond_Hair,-0.6634325981140137
Oval_Face,Wearing_Earrings,0.6634068489074707
Bags_Under_Eyes,Goatee,0.6632779836654663
Eyeglasses,Pointy_Nose,-0.6623036861419678
Bags_Under_Eyes,Sideburns,0.6618518829345703
Goatee,Wavy_Hair,-0.6582796573638916
Eyeglasses,Wearing_Necktie,0.6570195555686951
Big_Lips,Young,0.657004177570343
Bald,Male,0.6567797660827637
Wavy_Hair,Wearing_Necktie,-0.6562185883522034
Arched_Eyebrows,Chubby,-0.6538426280021667
Bald,Wearing_Lipstick,-0.6528422832489014
Chubby,Wavy_Hair,-0.6516580581665039
Attractive,No_Beard,0.6509521007537842
Double_Chin,Wearing_Lipstick,-0.6502608060836792
Eyeglasses,Gray_Hair,0.6495361328125
Pointy_Nose,Wearing_Hat,-0.6479413509368896
Heavy_Makeup,Wearing_Hat,-0.6463255882263184
Blond_Hair,Wearing_Earrings,0.6448163986206055
Eyeglasses,Wavy_Hair,-0.6430375576019287
Bald,Heavy_Makeup,-0.642114520072937
Eyeglasses,Male,0.6415964961051941
Big_Lips,Big_Nose,-0.6397207975387573
Wearing_Hat,Wearing_Lipstick,-0.6385304927825928
Big_Nose,Wearing_Earrings,-0.6381027698516846
Bushy_Eyebrows,No_Beard,-0.6378659605979919
Heavy_Makeup,High_Cheekbones,0.636131763458252
Black_Hair,Bushy_Eyebrows,0.6356327533721924
Blond_Hair,No_Beard,0.6342992782592773
Double_Chin,Heavy_Makeup,-0.6332200765609741
Bags_Under_Eyes,Blond_Hair,-0.6328037977218628
Big_Lips,Pointy_Nose,0.6317148208618164
Oval_Face,Wearing_Lipstick,0.6297677159309387
Arched_Eyebrows,High_Cheekbones,0.6292030811309814
Arched_Eyebrows,Oval_Face,0.6285251379013062
5_o_Clock_Shadow,Big_Nose,0.6276208162307739
Attractive,Goatee,-0.6247144937515259
Attractive,Blond_Hair,0.6228205561637878
Mustache,Wearing_Necktie,0.6217707395553589
High_Cheekbones,Wearing_Lipstick,0.617935299873352
Bald,Wavy_Hair,-0.6169513463973999
Arched_Eyebrows,Wearing_Hat,-0.6164921522140503
No_Beard,Wearing_Necktie,-0.6154775619506836
Big_Lips,Gray_Hair,-0.6139389276504517
Mustache,Pointy_Nose,-0.6138076782226562
Big_Nose,Pale_Skin,-0.6137335300445557
Wavy_Hair,Wearing_Hat,-0.6134270429611206
5_o_Clock_Shadow,Wavy_Hair,-0.6120373010635376
Attractive,Brown_Hair,0.6103011965751648
Big_Lips,No_Beard,0.6099976897239685
No_Beard,Pointy_Nose,0.6095110774040222
Heavy_Makeup,Young,0.609294056892395
Blurry,Oval_Face,-0.6090477108955383
Arched_Eyebrows,Double_Chin,-0.6055034399032593
Wearing_Lipstick,Young,0.6049612760543823
Bags_Under_Eyes,Eyeglasses,0.6047362685203552
Big_Lips,Double_Chin,-0.603978157043457
Arched_Eyebrows,Bald,-0.603675365447998
Blond_Hair,Mustache,-0.6036624312400818
Double_Chin,Pointy_Nose,-0.603506326675415
Sideburns,Wavy_Hair,-0.6033163070678711
Male,Young,-0.6030877828598022
Smiling,Wearing_Earrings,0.6029561758041382
Eyeglasses,Receding_Hairline,0.6019869446754456
Bushy_Eyebrows,Male,0.6012519598007202
5_o_Clock_Shadow,Big_Lips,-0.5994977951049805
Bushy_Eyebrows,Sideburns,0.5978289842605591
Eyeglasses,Wearing_Necklace,-0.5944228172302246
Chubby,Wearing_Necklace,-0.5929923057556152
Eyeglasses,Rosy_Cheeks,-0.5929169654846191
Double_Chin,Mustache,0.5924098491668701
Bushy_Eyebrows,Wearing_Necklace,-0.5908418893814087
Attractive,Blurry,-0.5908007621765137
Brown_Hair,Chubby,-0.5904521346092224
Oval_Face,Wearing_Necklace,0.5895646810531616
Big_Lips,Sideburns,-0.5894221067428589
Chubby,Goatee,0.5885055065155029
Rosy_Cheeks,Wearing_Hat,-0.587256908416748
Big_Lips,Chubby,-0.5869737267494202
Bald,Mustache,0.5856279134750366
Arched_Eyebrows,Young,0.5811178684234619
Double_Chin,Wavy_Hair,-0.580657422542572
Big_Lips,Eyeglasses,-0.5804872512817383
Blond_Hair,Goatee,-0.5795754194259644
No_Beard,Rosy_Cheeks,0.5795256495475769
Bald,Pointy_Nose,-0.57874596118927
Black_Hair,Blond_Hair,-0.577362060546875
Big_Nose,Brown_Hair,-0.5770008563995361
Bald,Wearing_Necklace,-0.5737425088882446
Brown_Hair,Wavy_Hair,0.57270348072052
Mustache,Rosy_Cheeks,-0.5720674395561218
Goatee,Pointy_Nose,-0.5717438459396362
Wearing_Hat,Wearing_Necklace,-0.5716930627822876
Big_Lips,Rosy_Cheeks,0.5698307752609253
Eyeglasses,Mustache,0.568921685218811
Gray_Hair,Male,0.5688389539718628
Blurry,Rosy_Cheeks,-0.5681718587875366
Bald,Big_Lips,-0.566817045211792
Goatee,Wearing_Necktie,0.564810574054718
Eyeglasses,Wearing_Earrings,-0.5647966861724854
High_Cheekbones,Male,-0.5643871426582336
Chubby,No_Beard,-0.5642205476760864
Gray_Hair,Wearing_Lipstick,-0.5642093420028687
Straight_Hair,Wavy_Hair,-0.5639614462852478
Gray_Hair,Heavy_Makeup,-0.5611464977264404
Bags_Under_Eyes,Pale_Skin,-0.559163510799408
Wearing_Earrings,Wearing_Hat,-0.5585169792175293
Male,Oval_Face,-0.5584417581558228
Pointy_Nose,Wearing_Necktie,-0.5568102598190308
Male,Wearing_Hat,0.5544458031654358
High_Cheekbones,No_Beard,0.5528124570846558
Arched_Eyebrows,Gray_Hair,-0.5525356531143188
Blond_Hair,Sideburns,-0.5518242120742798
Receding_Hairline,Wearing_Lipstick,-0.5511659383773804
Smiling,Wearing_Necklace,0.5505328178405762
5_o_Clock_Shadow,Blond_Hair,-0.5493375062942505
Receding_Hairline,Wavy_Hair,-0.5484386682510376
Wearing_Earrings,Wearing_Necktie,-0.5481967329978943
Bushy_Eyebrows,Mustache,0.547542929649353
Sideburns,Wearing_Necktie,0.5462149381637573
Bald,Goatee,0.5458461046218872
Bangs,Wearing_Necklace,0.5453500747680664
High_Cheekbones,Wavy_Hair,0.5451319813728333
Blond_Hair,Bushy_Eyebrows,-0.5444305539131165
Big_Nose,Rosy_Cheeks,-0.5436738729476929
Heavy_Makeup,Receding_Hairline,-0.5430382490158081
Bags_Under_Eyes,Rosy_Cheeks,-0.5429878830909729
Attractive,Sideburns,-0.5429627299308777
5_o_Clock_Shadow,Wearing_Necktie,0.5422437191009521
Male,Receding_Hairline,0.5413030982017517
Blond_Hair,Eyeglasses,-0.5385898947715759
Blond_Hair,Wearing_Necktie,-0.5382105112075806
Bushy_Eyebrows,Goatee,0.5364366173744202
Bald,No_Beard,-0.5356143712997437
Double_Chin,Wearing_Necklace,-0.5340566635131836
Pale_Skin,Wearing_Necktie,-0.5338648557662964
Blond_Hair,Chubby,-0.5319048762321472
Oval_Face,Wearing_Hat,-0.5299872159957886
Brown_Hair,Double_Chin,-0.52840256690979
Eyeglasses,Wearing_Hat,0.5260428190231323
Brown_Hair,Receding_Hairline,-0.5230855941772461
Double_Chin,Pale_Skin,-0.521767258644104
Male,Pale_Skin,-0.521508514881134
Goatee,Rosy_Cheeks,-0.5211098790168762
Oval_Face,Pointy_Nose,0.5210549235343933
Bushy_Eyebrows,Wearing_Lipstick,-0.520419716835022
Mouth_Slightly_Open,Oval_Face,0.5204002261161804
Brown_Hair,Eyeglasses,-0.5191984176635742
High_Cheekbones,Pointy_Nose,0.5172940492630005
Eyeglasses,Oval_Face,-0.5170112252235413
Mustache,Young,-0.5164612531661987
Brown_Hair,Mustache,-0.5159386396408081
Pointy_Nose,Young,0.5127024054527283
Eyeglasses,No_Beard,-0.5125417709350586
Chubby,Wearing_Earrings,-0.5125051140785217
No_Beard,Wearing_Hat,-0.5120245218276978
Eyeglasses,Goatee,0.5116623640060425
Bald,Blond_Hair,-0.5096770524978638
Arched_Eyebrows,Receding_Hairline,-0.5090427398681641
Pointy_Nose,Receding_Hairline,-0.5084919929504395
Blurry,Pointy_Nose,-0.506423830986023
High_Cheekbones,Sideburns,-0.5064066052436829
Double_Chin,Goatee,0.5062226057052612
Double_Chin,No_Beard,-0.5057146549224854
No_Beard,Pale_Skin,0.5051254034042358
Goatee,Wearing_Hat,0.503745973110199
High_Cheekbones,Mustache,-0.5033333897590637
Bushy_Eyebrows,Wearing_Earrings,-0.5027917623519897
Brown_Hair,Pointy_Nose,0.5017697811126709
Mouth_Slightly_Open,Rosy_Cheeks,0.5012983083724976
Mustache,Wearing_Hat,0.5002107620239258
Chubby,Pale_Skin,-0.5000131130218506
Chubby,Rosy_Cheeks,-0.4993587136268616
Big_Lips,Goatee,-0.49798572063446045
Gray_Hair,Wavy_Hair,-0.4967467188835144
Brown_Hair,Young,0.49560415744781494
Wavy_Hair,Young,0.4948636591434479
Big_Lips,Receding_Hairline,-0.49463826417922974
Bangs,Wearing_Lipstick,0.4945552945137024
Brown_Hair,Wearing_Lipstick,0.49390465021133423
Bald,Wearing_Earrings,-0.49353981018066406
Big_Lips,Mustache,-0.49231189489364624
Black_Hair,Straight_Hair,0.49011754989624023
Big_Nose,Wearing_Hat,0.48969781398773193
Mouth_Slightly_Open,Wearing_Earrings,0.48894035816192627
Attractive,High_Cheekbones,0.48892587423324585
Rosy_Cheeks,Sideburns,-0.4869583249092102
Oval_Face,Wavy_Hair,0.48593658208847046
Big_Lips,Blond_Hair,0.48544925451278687
Goatee,High_Cheekbones,-0.4852455258369446
Pale_Skin,Wearing_Lipstick,0.4850913882255554
Bangs,Male,-0.4829053282737732
Pointy_Nose,Sideburns,-0.4826974868774414
Brown_Hair,Heavy_Makeup,0.4826272130012512
Blurry,Narrow_Eyes,0.48195725679397583
Blond_Hair,High_Cheekbones,0.48155468702316284
Attractive,Pale_Skin,0.4805924892425537
Gray_Hair,Pointy_Nose,-0.4804675579071045
Bags_Under_Eyes,Bangs,-0.48026448488235474
Mustache,Receding_Hairline,0.4801802635192871
High_Cheekbones,Wearing_Hat,-0.4797695577144623
Pale_Skin,Receding_Hairline,-0.47964048385620117
Bangs,Receding_Hairline,-0.47962331771850586
5_o_Clock_Shadow,High_Cheekbones,-0.47920477390289307
Chubby,Sideburns,0.47915181517601013
Bangs,No_Beard,0.47869929671287537
No_Beard,Oval_Face,0.4786870777606964
Goatee,Pale_Skin,-0.47845810651779175
Mustache,Oval_Face,-0.47591716051101685
Brown_Hair,Gray_Hair,-0.4742908477783203
Blond_Hair,Double_Chin,-0.47373491525650024
Bald,Brown_Hair,-0.4732920527458191
Brown_Hair,Male,-0.47320395708084106
Chubby,Wearing_Hat,0.47016215324401855
Bangs,Pale_Skin,0.46925657987594604
Heavy_Makeup,Smiling,0.4686061143875122
Bald,Pale_Skin,-0.46787750720977783
Bushy_Eyebrows,Heavy_Makeup,-0.46774208545684814
Bald,Sideburns,0.4666612148284912
Bangs,Heavy_Makeup,0.46626684069633484
Bangs,Big_Nose,-0.46566241979599
Bags_Under_Eyes,Bushy_Eyebrows,0.46544867753982544
Big_Nose,Bushy_Eyebrows,0.4647364914417267
5_o_Clock_Shadow,Pale_Skin,-0.4646839201450348
Brown_Hair,Wearing_Necktie,-0.4633636176586151
Gray_Hair,Wearing_Necklace,-0.4626275300979614
Arched_Eyebrows,Smiling,0.46098029613494873
Blurry,Heavy_Makeup,-0.4569866955280304
Bangs,Wearing_Necktie,-0.4569583833217621
Mustache,Pale_Skin,-0.4566245675086975
Blond_Hair,Wearing_Hat,-0.4538012146949768
Receding_Hairline,Wearing_Necklace,-0.45373329520225525
Oval_Face,Young,0.45304906368255615
Blurry,Wearing_Hat,0.45296522974967957
Bushy_Eyebrows,Wavy_Hair,-0.4524334669113159
Bangs,Wavy_Hair,0.45234405994415283
Mouth_Slightly_Open,Wearing_Necklace,0.45047515630722046
Brown_Hair,Wearing_Hat,-0.4495428502559662
Double_Chin,Wearing_Earrings,-0.44952917098999023
Pale_Skin,Young,0.4493999481201172
Bags_Under_Eyes,Brown_Hair,-0.4490240514278412
Arched_Eyebrows,Bushy_Eyebrows,-0.44775310158729553
Bangs,Mustache,-0.44749903678894043
Bald,Rosy_Cheeks,-0.44736447930336
Big_Lips,Oval_Face,0.44657522439956665
Bushy_Eyebrows,Straight_Hair,0.44575196504592896
Bangs,Goatee,-0.4455223083496094
Smiling,Wearing_Lipstick,0.4428212642669678
Gray_Hair,Mustache,0.4420897960662842
Wearing_Necklace,Young,0.441150426864624
Goatee,Young,-0.44072604179382324
Blond_Hair,Oval_Face,0.43727660179138184
Big_Lips,Wearing_Hat,-0.4369634985923767
5_o_Clock_Shadow,Rosy_Cheeks,-0.43554478883743286
No_Beard,Young,0.4346488118171692
Goatee,Receding_Hairline,0.4331568777561188
Brown_Hair,Goatee,-0.43300187587738037
Eyeglasses,Sideburns,0.43255895376205444
5_o_Clock_Shadow,Attractive,-0.4324534237384796
Heavy_Makeup,Pale_Skin,0.4317772388458252
Pale_Skin,Sideburns,-0.4309149384498596
Arched_Eyebrows,Brown_Hair,0.42934051156044006
Bangs,Chubby,-0.4275081157684326
Double_Chin,Sideburns,0.42449241876602173
5_o_Clock_Shadow,Pointy_Nose,-0.4243907928466797
Goatee,Oval_Face,-0.42241543531417847
5_o_Clock_Shadow,Bangs,-0.42230504751205444
Oval_Face,Sideburns,-0.4214180111885071
Bangs,Sideburns,-0.4192725419998169
Blurry,Wearing_Earrings,-0.41865110397338867
Brown_Hair,Rosy_Cheeks,0.4174940586090088
Big_Nose,Oval_Face,-0.41685718297958374
Brown_Hair,No_Beard,0.41629183292388916
Bald,Bangs,-0.4147385358810425
Sideburns,Wearing_Hat,0.4123867154121399
Arched_Eyebrows,Blurry,-0.4111928939819336
Rosy_Cheeks,Wearing_Necktie,-0.41086745262145996
Bags_Under_Eyes,Wearing_Hat,0.40942811965942383
Attractive,Bangs,0.40861594676971436
Bags_Under_Eyes,Oval_Face,-0.4072531461715698
Blurry,High_Cheekbones,-0.4063071310520172
Brown_Hair,Wearing_Necklace,0.4058331251144409
Bangs,Double_Chin,-0.4051814377307892
Pale_Skin,Wavy_Hair,0.4044821262359619
Smiling,Wearing_Hat,-0.4044063687324524
Smiling,Wavy_Hair,0.403350293636322
Straight_Hair,Wearing_Necklace,-0.4025374948978424
Bald,Wearing_Hat,0.4010169506072998
No_Beard,Receding_Hairline,-0.4007694125175476
Gray_Hair,Wearing_Earrings,-0.39644917845726013
Arched_Eyebrows,Pale_Skin,0.39542263746261597
Blond_Hair,Receding_Hairline,-0.3945104479789734
Bangs,Wearing_Earrings,0.3937702775001526
Straight_Hair,Wearing_Earrings,-0.39367175102233887
Double_Chin,Rosy_Cheeks,-0.3921385407447815
Pointy_Nose,Smiling,0.39176180958747864
Attractive,Smiling,0.39020437002182007
Sideburns,Young,-0.38985854387283325
Big_Lips,Pale_Skin,0.3892316222190857
Bangs,Blond_Hair,0.38911622762680054
Blurry,Wearing_Lipstick,-0.38717198371887207
Big_Lips,High_Cheekbones,0.38593676686286926
Arched_Eyebrows,Bangs,0.38416850566864014
Blurry,Eyeglasses,0.3825009763240814
No_Beard,Smiling,0.38181763887405396
Gray_Hair,Pale_Skin,-0.38100650906562805
Wearing_Earrings,Young,0.3806096911430359
Blond_Hair,Gray_Hair,-0.3803158402442932
Mustache,Smiling,-0.379935622215271
Rosy_Cheeks,Young,0.3790000379085541
Blond_Hair,Pale_Skin,0.3783422112464905
Brown_Hair,Oval_Face,0.37711262702941895
Double_Chin,Wearing_Hat,0.3765738010406494
Male,Smiling,-0.3761894702911377
Chubby,Oval_Face,-0.37580403685569763
Blond_Hair,Young,0.3757663369178772
Black_Hair,Brown_Hair,-0.3756251931190491
Gray_Hair,No_Beard,-0.37443482875823975
Eyeglasses,Pale_Skin,-0.3727448582649231
Bangs,Big_Lips,0.37090104818344116
Gray_Hair,Rosy_Cheeks,-0.37072861194610596
Mouth_Slightly_Open,Sideburns,-0.3701048195362091
Blurry,Smiling,-0.3669837415218353
Gray_Hair,Oval_Face,-0.36507031321525574
Bushy_Eyebrows,Wearing_Necktie,0.36284855008125305
Bushy_Eyebrows,High_Cheekbones,-0.3608364462852478
5_o_Clock_Shadow,Straight_Hair,0.36039263010025024
Eyeglasses,High_Cheekbones,-0.3599136471748352
Narrow_Eyes,Pointy_Nose,-0.3588589131832123
5_o_Clock_Shadow,Oval_Face,-0.35539379715919495
Black_Hair,Mustache,0.3542260229587555
Black_Hair,Wavy_Hair,-0.3537135124206543
Goatee,Gray_Hair,0.3529626727104187
Mouth_Slightly_Open,No_Beard,0.3522343635559082
Bangs,Gray_Hair,-0.3506354093551636
Blond_Hair,Smiling,0.3497743606567383
5_o_Clock_Shadow,Bald,0.34879106283187866
Pale_Skin,Wearing_Necklace,0.3486596941947937
Brown_Hair,Wearing_Earrings,0.3480619788169861
Goatee,Smiling,-0.3478933572769165
5_o_Clock_Shadow,Mouth_Slightly_Open,-0.3469562530517578
Wearing_Hat,Young,-0.3461276888847351
Sideburns,Smiling,-0.34538695216178894
Mouth_Slightly_Open,Pale_Skin,-0.34514397382736206
5_o_Clock_Shadow,Black_Hair,0.3438799977302551
Mouth_Slightly_Open,Mustache,-0.3422812521457672
Male,Straight_Hair,0.340981662273407
Bald,Oval_Face,-0.3389435410499573
